2	5	0
1	23	0
1	6	0
1	5	0
2	5	0
4	5	1
1	8	0
1	11	0
3	4	1
2	5	0
1	9	0
1	11	0
2	4	0
1	5	0
1	4	0
1	5	0
1	6	0
1	6	0
1	4	0
1	9	0
1	5	1
1	7	0
2	3	0
1	12	0
1	10	0
1	6	0
7	2	1
1	7	0
2	5	0
1	5	0
1	7	0
10	4	1
1	4	0
1	5	0
8	7	0
1	4	0
1	12	0
2	4	0
1	8	0
1	9	0
1	6	0
1	5	0
3	9	0
11	6	0
1	9	0
2	6	0
1	10	0
1	10	0
1	5	0
1	8	0
1	10	0
1	4	0
2	3	1
1	4	0
4	6	0
1	4	0
1	7	0
7	5	1
1	7	0
1	4	1
6	9	0
3	4	0
2	5	0
4	3	1
40	2	1
1	9	0
1	8	0
2	4	1
2	5	0
1	12	0
1	9	0
1	3	0
4	8	0
1	5	0
3	2	1
1	10	0
1	7	0
1	5	0
1	7	0
1	8	0
1	10	0
1	4	0
2	11	0
2	7	0
2	3	1
1	6	0
4	2	0
2	3	1
9	1	0
1	7	0
1	9	0
2	7	0
1	6	0
1	11	0
1	7	0
1	8	0
1	7	0
1	4	0
6	4	0
1	4	0
3	7	1
1	10	0
1	5	0
3	4	1
1	8	0
1	6	0
1	6	1
1	10	0
4	4	1
3	4	0
1	7	0
1	7	0
1	5	0
2	7	0
1	11	0
1	9	0
2	3	0
2	6	0
1	1	0
1	7	0
1	6	0
1	8	0
2	4	1
2	4	0
5	10	0
1	10	0
1	12	0
1	7	0
7	5	0
1	10	0
1	7	1
1	11	0
1	9	0
2	6	0
2	5	0
1	5	0
2	6	0
6	2	1
1	10	0
2	7	0
1	9	0
1	12	0
3	7	0
1	7	0
1	9	0
2	11	0
7	3	1
1	8	0
1	7	0
14	3	1
3	9	0
1	6	0
2	7	0
1	10	0
1	9	0
2	7	0
1	7	0
1	7	0
1	9	0
1	8	0
2	8	0
1	7	0
1	11	0
1	6	0
8	4	1
1	11	0
1	8	0
2	7	0
1	7	0
3	8	0
1	7	0
1	7	0
1	12	0
1	5	0
31	2	1
2	6	0
1	6	0
1	6	0
2	7	0
2	12	0
1	10	0
4	5	0
1	10	0
1	10	0
2	8	0
1	8	0
2	8	0
1	10	0
1	9	0
1	7	0
1	5	0
1	10	0
11	4	0
1	5	1
20	2	1
2	7	0
2	6	0
1	9	0
1	12	0
21	2	1
2	8	0
1	6	0
1	10	0
2	10	0
1	8	0
8	3	1
1	6	0
1	4	0
2	7	0
1	5	0
1	8	0
4	3	0
1	4	0
1	4	0
1	5	0
1	8	0
6	5	1
1	3	0
1	5	0
1	5	0
1	9	0
2	15	0
1	13	0
2	5	0
2	4	0
2	8	0
1	5	0
1	7	0
1	9	0
76	1	0
1	5	0
1	8	0
1	12	0
1	6	0
1	7	0
1	9	0
2	5	1
1	6	0
27	2	1
1	9	0
2	5	0
1	4	0
1	7	0
4	4	1
1	12	0
18	2	1
1	7	0
4	3	0
1	8	0
1	6	0
1	6	0
1	6	0
1	5	0
11	4	1
1	12	0
8	4	1
46	1	0
2	12	0
1	7	0
1	8	0
1	7	0
1	10	0
2	6	0
1	4	0
3	5	0
2	13	0
1	7	0
2	7	0
1	5	0
1	6	0
3	6	0
